年度,省份,学校,录取批次,文/理（选科要求）,专业,录取最低分,省内排名,本一线（本科线）,本二线
2021,北京,中国政法大学,本科批,不限,法学（涉外法治人才培养实验班）,658,1979,400,本二
2021,北京,中国政法大学,本科批,不限,法学（法学人才培养模式改革实验班）,660,1836,400,本二
2021,北京,中国政法大学,本科批,不限,金融工程（成思危现代金融菁英班）,646,3224,400,本二
2021,北京,中国政法大学,本科批,不限,政治学与行政学,651,2648,400,本二
2021,北京,中国政法大学,本科批,不限,国际政治,648,2990,400,本二
2021,北京,中国政法大学,本科批,不限,行政管理,645,3347,400,本二
2021,北京,中国政法大学,本科批,不限,国际商务,646,3224,400,本二
2021,北京,中国政法大学,本科批,不限,工商管理,645,3347,400,本二
2021,北京,中国政法大学,本科批,不限,应用心理学,645,3347,400,本二
2021,北京,中国政法大学,本科批,不限,网络与新媒体,646,3224,400,本二
2021,北京,中国政法大学,本科批,不限,新闻学,645,3347,400,本二
2021,北京,中国政法大学,本科批,不限,翻译（法律翻译实验班）,649,2874,400,本二
2021,北京,中国政法大学,本科批,不限,英语（法律英语实验班）,649,2874,400,本二
2021,北京,中国政法大学,本科批,不限,汉语言文学,651,2648,400,本二
2021,北京,中国政法大学,本科批,不限,社会工作,648,2990,400,本二
2021,北京,中国政法大学,本科批,不限,法学,653,2457,400,本二
2021,北京,中国政法大学,本科批,不限,哲学（拔尖创新人才培养实验班）,651,2648,400,本二
2021,北京,北京工商大学,本科批,不限,会计学（注册会计师）,553,16109,400,本二
2021,北京,北京工商大学,本科批,不限,会计学（智能会计）,549,16780,400,本二
2021,北京,北京工商大学,本科批,不限,经济统计学,542,18081,400,本二
2021,北京,北京工商大学,本科批,不限,法学,541,18261,400,本二
2021,北京,北京工商大学,本科批,不限,财务管理,541,18261,400,本二
2021,北京,北京工商大学,本科批,不限,金融学类,538,18820,400,本二
2021,北京,北京工商大学,本科批,不限,金融科技,538,18820,400,本二
2021,北京,北京工商大学,本科批,物理必选,计算机类,538,18820,400,本二
2021,北京,北京工商大学,本科批,不限,数字经济,535,19343,400,本二
2021,北京,北京工商大学,本科批,不限,新闻传播学类,535,19343,400,本二
2021,北京,北京工商大学,本科批,物理必选,大数据管理与应用,534,19491,400,本二
2021,北京,北京工商大学,本科批,不限,工商管理类,532,19817,400,本二
2021,北京,北京工商大学,本科批,不限,商务英语,530,20175,400,本二
2021,北京,北京工商大学,本科批,不限,西班牙语,530,20175,400,本二
2021,北京,北京工商大学,本科批,不限,物流管理与工程类,530,20175,400,本二
2021,北京,北京工商大学,本科批,不限,经济与贸易类,530,20175,400,本二
2021,北京,北京工商大学,本科批,化学必选,食品科学与工程类,529,20350,400,本二
2021,北京,北京工商大学,本科批,物理必选,电子商务类,527,20767,400,本二
2021,北京,北京工商大学,本科批,化学必选,生物工程,527,20767,400,本二
2021,北京,北京工商大学,本科批,物理必选,数学类（数据科学）,526,20947,400,本二
2021,北京,北京工商大学,本科批,物理必选,应用统计学（中外合作办学）（风险与精算）,525,21124,400,本二
2021,北京,北京工商大学,本科批,物理必选,光电信息科学与工程,525,21124,400,本二
2021,北京,北京工商大学,本科批,物理必选,电子信息类,525,21124,400,本二
2021,北京,北京工商大学,本科批,物理必选,智能制造工程,524,21298,400,本二
2021,北京,北京工商大学,本科批,化学必选,应用化学（日化）,523,21481,400,本二
2021,北京,北京工商大学,本科批,化学必选,食品科学与工程（中外合作办学）（国际）,522,21675,400,本二
2021,北京,北京工商大学,本科批,化学必选,环境工程,521,21870,400,本二
2021,北京,北京工商大学,本科批,化学必选,香料香精技术与工程,521,21870,400,本二
2021,北京,北京工商大学,本科批,化学必选,酿酒工程,520,22064,400,本二
2021,北京,北京工商大学,本科批,化学必选,化妆品技术与工程,515,22966,400,本二
2021,北京,北京工商大学,本科批,化学必选,材料类,515,22966,400,本二
2021,北京,北京建筑大学,本科批,物理必选,车辆工程（智能轨道车辆）,518,27649,400,本二
2021,北京,北京建筑大学,本科批,物理必选,工业工程（工业互联网与大数据）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,智能制造工程,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,工程造价,519,27402,400,本二
2021,北京,北京建筑大学,本科批,物理必选,工程管理,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,工程管理（实验班）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,建筑电气与智能化（智能建筑）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,计算机科学与技术,523,26466,400,本二
2021,北京,北京建筑大学,本科批,物理必选,电气工程及其自动化（实验班）,533,24182,400,本二
2021,北京,北京建筑大学,本科批,物理必选,能源与动力工程（新能源与低碳）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,人工智能,520,27176,400,本二
2021,北京,北京建筑大学,本科批,物理必选,计算机科学与技术,523,26466,400,本二
2021,北京,北京建筑大学,本科批,物理必选,电气工程及其自动化（实验班）,533,24182,400,本二
2021,北京,北京建筑大学,本科批,物理必选,能源与动力工程（新能源与低碳）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,建筑环境与能源应用工程,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,交通工程（智能交通）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,土木工程（智慧城市地下工程）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,土木工程（智慧城市道桥工程）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,土木工程（新一代智慧建筑工程）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,土木工程（实验班）,523,26466,400,本二
2021,北京,北京建筑大学,本科批,物理必选,机器人工程,518,27649,400,本二
2021,北京,北京建筑大学,本科批,物理必选,工程造价,519,27402,400,本二
2021,北京,北京建筑大学,本科批,物理必选,工程管理,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,工程管理（实验班）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,人工智能,520,27176,400,本二
2021,北京,北京建筑大学,本科批,物理必选,建筑电气与智能化（智能建筑）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,计算机科学与技术,523,26466,400,本二
2021,北京,北京建筑大学,本科批,物理必选,电气工程及其自动化（城市电网）,522,26724,400,本二
2021,北京,北京建筑大学,本科批,物理必选,电气工程及其自动化（实验班）,533,24182,400,本二
2021,北京,北京建筑大学,本科批,物理必选,自动化（建筑智能控制与机器人）,521,26939,400,本二
2021,北京,北京建筑大学,本科批,物理必选,能源与动力工程（新能源与低碳）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,给排水科学与工程,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,建筑环境与能源应用工程,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,建筑环境与能源应用工程（实验班）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,交通工程（智能交通）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,土木工程（低碳与高性能建筑材料）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,土木工程（智慧城市地下工程）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,土木工程（智慧城市道桥工程）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,土木工程（新一代智慧建筑工程）,516,28135,400,本二
2021,北京,北京建筑大学,本科批,物理必选,土木工程（实验班）,523,26466,400,本二
2021,北京,北京建筑大学,本科批,物理必选,智能建造,518,27649,400,本二
2021,北京,北京建筑大学,本科批,不限,护理学,540,17575,400,本二
2021,北京,中国戏曲学院,本科批,不限,文化产业管理,536,19191,400,本二
2021,北京,中国戏曲学院,本科批,不限,艺术管理（国际文化交流）,532,19817,400,本二
2021,北京,中国戏曲学院,本科批,不限,戏剧影视文学（戏曲文学）,529,20350,400,本二
2021,北京,北京联合大学,本科批,不限,法学（办学地点学院路校区）,485,26556,400,本二
2021,北京,北京联合大学,本科批,地理/历史(2选1),文物与博物馆学（办学地点学院路校区）,482,27008,400,本二
2021,北京,北京联合大学,本科批,不限,教育康复学（师范）（（免学费）办学地点蒲黄榆校区）,481,27172,400,本二
2021,北京,北京联合大学,本科批,不限,网络与新媒体（办学地点学院路校区）,480,27338,400,本二
2021,北京,北京联合大学,本科批,物理必选,计算机科学与技术（办学地点北四环校区）,479,27496,400,本二
2021,北京,北京联合大学,本科批,物理必选,电气工程及其自动化（办学地点北四环校区）,477,27748,400,本二
2021,北京,北京联合大学,本科批,不限,英语（只招英语考生）（专业办学地点北四环校区）,475,28048,400,本二
2021,北京,北京联合大学,本科批,不限,新闻学（办学地点学院路校区）,474,28176,400,本二
2021,北京,北京联合大学,本科批,不限,西班牙语（专业办学地点北四环校区）,472,28470,400,本二
2021,北京,北京联合大学,本科批,不限,会计学（国际会计）（办学地点红领巾桥校区）,472,28470,400,本二
2021,北京,北京联合大学,本科批,不限,法学（办学地点学院路校区）,485,26556,400,本二
2021,北京,北京联合大学,本科批,地理/历史(2选1),文物与博物馆学（办学地点学院路校区）,482,27008,400,本二
2021,北京,北京联合大学,本科批,不限,教育康复学（师范）（（免学费）办学地点蒲黄榆校区）,481,27172,400,本二
2021,北京,北京联合大学,本科批,不限,网络与新媒体（办学地点学院路校区）,480,27338,400,本二
2021,北京,北京联合大学,本科批,物理必选,计算机科学与技术（办学地点北四环校区）,479,27496,400,本二
2021,北京,北京联合大学,本科批,物理必选,电气工程及其自动化（办学地点北四环校区）,477,27748,400,本二
2021,北京,北京联合大学,本科批,不限,英语（只招英语考生）（专业办学地点北四环校区）,475,28048,400,本二
2021,北京,北京联合大学,本科批,不限,新闻学（办学地点学院路校区）,474,28176,400,本二
2021,北京,北京联合大学,本科批,不限,西班牙语（专业办学地点北四环校区）,472,28470,400,本二
2021,北京,北京联合大学,本科批,不限,会计学（国际会计）（办学地点红领巾桥校区）,472,28470,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),交通管理工程（男生）（公安专业）,594,11476,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),安全防范工程（男生）（面向铁路公安机关入警就业）（公安专业）,594,11476,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),公安视听技术（男生）（公安专业）,600,10348,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),数据警务技术（男生）（公安专业）,611,8329,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),安全防范工程（男生）（公安专业）,603,9765,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),安全防范工程（女生）（面向铁路公安机关入警就业）（公安专业）,628,5596,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),数据警务技术（女生）（公安专业）,633,4881,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),安全防范工程（女生）（公安专业）,630,5308,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),公安视听技术（女生）（公安专业）,628,5596,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),刑事科学技术（男生）（公安专业）,611,8329,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,公安情报学（男生）（公安专业）,584,13397,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,涉外警务（男生）（公安专业）,590,12247,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,警务指挥与战术（女生）（公安专业）,632,5029,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,公安政治工作（女生）（公安专业）,638,4192,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,公安情报学（女生）（公安专业）,632,5029,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,犯罪学（女生）（公安专业）,642,3697,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,公安管理学（女生）（公安专业）,645,3347,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,侦查学（男生）（公安专业）,601,10168,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,侦查学（女生）（公安专业）,647,3096,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),安全防范工程（男生）（面向铁路公安机关入警就业）（公安专业）,594,11476,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),公安视听技术（男生）（公安专业）,600,10348,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),安全防范工程（男生）（公安专业）,603,9765,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),数据警务技术（女生）（公安专业）,633,4881,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),公安视听技术（女生）（公安专业）,628,5596,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),交通管理工程（女生）（公安专业）,637,4325,400,本二
2021,北京,中国人民公安大学,本科提前批A段,物理/化学(2选1),网络安全与执法（男生）（公安专业）,626,5895,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,犯罪学（男生）（面向国家移民管理机构入警就业）（公安专业）,566,17030,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,公安管理学（男生）（面向首都机场公安机关入警就业）（公安专业）,566,17030,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,警务指挥与战术（男生）（公安专业）,568,16600,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,侦查学（男生）（面向国家移民管理机构入警就业）（公安专业）,593,11658,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,公安情报学（女生）（公安专业）,632,5029,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,治安学（女生）（警察法学方向）（公安专业）,642,3697,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,犯罪学（女生）（公安专业）,642,3697,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,公安管理学（女生）（公安专业）,645,3347,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,侦查学（男生）（公安专业）,601,10168,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,涉外警务（女生）（公安专业）,648,2990,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,侦查学（女生）（公安专业）,647,3096,400,本二
2021,北京,中国人民公安大学,本科提前批A段,思想政治必选,治安学（女生）（公安专业）,660,1836,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),动物医学（五年制）,518,27649,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),动物科学（伴侣动物）,507,30205,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),动物科学,507,30205,400,本二
2021,北京,北京农学院,本科批,不限,工商管理（融媒体运营管理）,481,36023,400,本二
2021,北京,北京农学院,本科批,不限,工商管理（品牌管理）,483,35621,400,本二
2021,北京,北京农学院,本科批,不限,投资学,482,35843,400,本二
2021,北京,北京农学院,本科批,不限,旅游管理（生态旅游）,481,36023,400,本二
2021,北京,北京农学院,本科批,不限,会展经济与管理（策划与设计）,481,36023,400,本二
2021,北京,北京农学院,本科批,不限,农村区域发展（规划）,483,35621,400,本二
2021,北京,北京农学院,本科批,不限,社会工作,490,34103,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),动物医学（五年制）,518,27649,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),动物科学（伴侣动物）,507,30205,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),动物科学,507,30205,400,本二
2021,北京,北京农学院,本科批,不限,工商管理（融媒体运营管理）,481,36023,400,本二
2021,北京,北京农学院,本科批,不限,工商管理（品牌管理）,483,35621,400,本二
2021,北京,北京农学院,本科批,不限,投资学,482,35843,400,本二
2021,北京,北京农学院,本科批,不限,旅游管理（生态旅游）,481,36023,400,本二
2021,北京,北京农学院,本科批,不限,会展经济与管理（策划与设计）,481,36023,400,本二
2021,北京,北京农学院,本科批,不限,农村区域发展（规划）,483,35621,400,本二
2021,北京,北京农学院,本科批,不限,社会工作,490,34103,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),园林,489,34303,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),风景园林,480,36227,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),园艺,496,32753,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),农学（现代种业）,488,34538,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),农学（作物遗传育种）,494,33194,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),农业资源与环境,481,36023,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),植物保护（植物医学）,485,35181,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),生物工程,484,35419,400,本二
2021,北京,北京农学院,本科批,不限,国际经济与贸易（中外合作办学）,479,36441,400,本二
2021,北京,北京农学院,本科批,物理必选,设施农业科学与工程,477,36889,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),农业资源与环境,481,36023,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),生物工程,484,35419,400,本二
2021,北京,北京农学院,本科批,物理必选,设施农业科学与工程,477,36889,400,本二
2021,北京,北京农学院,本科批,物理必选,数据科学与大数据技术,478,36667,400,本二
2021,北京,北京农学院,本科批,物/化/生(3选1),农业资源与环境（中外合作办学）,473,37720,400,本二
2021,北京,中国劳动关系学院,本科批,历史必选,戏剧影视文学,526,25776,400,本二
2021,北京,中国劳动关系学院,本科批,历史必选,汉语言文学,526,25776,400,本二
2021,北京,中国劳动关系学院,本科批,不限,社会学,521,26939,400,本二
2021,北京,中国劳动关系学院,本科批,不限,政治学与行政学,520,27176,400,本二
2021,北京,中国劳动关系学院,本科批,不限,劳动与社会保障,522,26724,400,本二
2021,北京,中国劳动关系学院,本科批,不限,经济学,518,27649,400,本二
2021,北京,中国劳动关系学院,本科批,不限,人力资源管理,522,26724,400,本二
2021,北京,中国劳动关系学院,本科批,物理必选,计算机科学与技术,507,30205,400,本二
2021,北京,中国劳动关系学院,本科批,物理必选,职业卫生工程,505,30685,400,本二
2021,北京,中国劳动关系学院,本科批,物理必选,应用统计学,512,28998,400,本二
2021,北京,中国劳动关系学院,本科批,不限,新闻学,519,27402,400,本二
2021,北京,中国劳动关系学院,本科批,不限,社会工作,518,27649,400,本二
2021,北京,中国劳动关系学院,本科批,不限,行政管理,518,27649,400,本二
2021,北京,中国劳动关系学院,本科批,不限,财务管理,518,27649,400,本二
2021,北京,中国劳动关系学院,本科批,不限,法学,537,23242,400,本二
2021,北京,中国劳动关系学院,本科批,不限,工商管理,518,27649,400,本二
2021,北京,中国劳动关系学院,本科批,不限,劳动教育,529,25084,400,本二
2021,北京,中国劳动关系学院,本科批,物理必选,应急技术与管理,505,30685,400,本二
2021,北京,中国劳动关系学院,本科批,物理必选,安全工程,507,30205,400,本二
2021,北京,北京石油化工学院,本科批,化学必选,材料科学与工程,479,36441,400,本二
2021,北京,北京石油化工学院,本科批,化学必选,高分子材料与工程,476,37109,400,本二
2021,北京,北京石油化工学院,本科批,物/化/生(3选1),药物分析,483,35621,400,本二
2021,北京,北京石油化工学院,本科批,物/化/生(3选1),环境工程,479,36441,400,本二
2021,北京,北京石油化工学院,本科批,物/化/生(3选1),生物制药,490,34103,400,本二
2021,北京,北京石油化工学院,本科批,物/化/生(3选1),制药工程,488,34538,400,本二
2021,北京,北京石油化工学院,本科批,物/化/生(3选1),化学工程与工艺,479,36441,400,本二
2021,北京,北京石油化工学院,本科批,物理必选,安全工程（实验室管理）,479,36441,400,本二
2021,北京,北京石油化工学院,本科批,物理必选,大数据管理与应用,480,36227,400,本二
2021,北京,北京石油化工学院,本科批,物理必选,自动化,481,36023,400,本二
2021,北京,北京石油化工学院,本科批,不限,会展,483,35621,400,本二
2021,北京,北京石油化工学院,本科批,不限,旅游管理,481,36023,400,本二
2021,北京,北京石油化工学院,本科批,不限,物流管理,483,35621,400,本二
2021,北京,北京石油化工学院,本科批,不限,市场营销,481,36023,400,本二
2021,北京,北京石油化工学院,本科批,化学必选,高分子材料与工程,476,37109,400,本二
2021,北京,北京石油化工学院,本科批,物/化/生(3选1),环境工程,479,36441,400,本二
2021,北京,北京石油化工学院,本科批,物/化/生(3选1),制药工程,488,34538,400,本二
2021,北京,北京石油化工学院,本科批,物理必选,安全工程（实验室管理）,479,36441,400,本二
2021,北京,北京石油化工学院,本科批,物理必选,自动化,481,36023,400,本二
2021,北京,北京石油化工学院,本科批,物理必选,计算机科学与技术,493,33419,400,本二
2021,北京,北京石油化工学院,本科批,物理必选,机器人工程,479,36441,400,本二
2021,北京,北京石油化工学院,本科批,物理必选,能源与动力工程,481,36023,400,本二
2021,北京,北京石油化工学院,本科批,物理必选,机械工程,482,35843,400,本二
2021,北京,北京石油化工学院,本科批,不限,人力资源管理,486,34965,400,本二
2021,北京,北京石油化工学院,本科批,不限,电子商务（商务智能）,481,36023,400,本二
2021,北京,北京石油化工学院,本科批,不限,会计学（注册会计师）,495,32953,400,本二
2021,北京,外交学院,本科提前批,不限,外交学,633,4467,400,本二
2021,北京,外交学院,本科提前批,不限,国际组织与全球治理,633,4467,400,本二
2021,北京,外交学院,本科提前批,不限,英语,633,4467,400,本二
2021,北京,外交学院,本科提前批,不限,翻译,633,4467,400,本二
2021,北京,外交学院,本科提前批,不限,法语,633,4467,400,本二
2021,北京,外交学院,本科提前批,不限,日语,633,4467,400,本二
2021,北京,外交学院,本科提前批,不限,西班牙语,633,4467,400,本二
2021,北京,外交学院,本科提前批,不限,法学,633,4467,400,本二
2021,北京,外交学院,本科提前批,不限,国际经济与贸易,633,4467,400,本二
2021,北京,外交学院,本科提前批,不限,金融学,633,4467,400,本二
2021,北京,首钢工学院,专科批,不限,护理（化学合格，生物合格）,220,827,400,本二
2021,北京,首钢工学院,专科批,不限,环境工程技术（化学合格，信息技术合格）,200,1357,400,本二
2021,北京,首钢工学院,专科批,不限,学前教育（政治合格，生物合格）,190,1598,400,本二
2021,北京,首钢工学院,专科批,不限,电气自动化技术（物理合格，信息技术合格）,180,1830,400,本二
2021,北京,首钢工学院,专科批,不限,机电一体化技术（物理合格，信息技术合格）,180,1830,400,本二
2021,北京,首钢工学院,专科批,不限,影视动画（信息技术合格，通用技术合格）,180,1830,400,本二
2021,北京,首钢工学院,专科批,不限,计算机应用技术（信息技术合格，通用技术合格）,170,2006,400,本二
2021,北京,首钢工学院,专科批,不限,安全技术与管理（物理合格，信息技术合格）,160,2170,400,本二
2021,北京,首钢工学院,专科批,不限,旅游管理（历史合格，通用技术合格）,141,2445,400,本二
2021,北京,首钢工学院,专科批,不限,大数据与会计（信息技术合格，通用技术合格）,141,2445,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),儿科学（五年制）,619,7037,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),临床医学（五年制）,620,6861,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),口腔医学（5+3一体化）（五年制）,649,2874,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),儿科学（5+3一体化）（五年制）,631,5161,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),临床医学（5+3一体化）（五年制）,639,4070,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),口腔医学（阶平班）（五年制）,659,1901,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),临床医学（阶平班）（五年制）,655,2269,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),基础医学（五年制）,603,9765,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),眼视光医学（五年制）,613,7999,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),精神医学（五年制）,612,8147,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),儿科学（五年制）,619,7037,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),临床医学（五年制）,620,6861,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),口腔医学（5+3一体化）（五年制）,649,2874,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),儿科学（5+3一体化）（五年制）,631,5161,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),临床医学（5+3一体化）（五年制）,639,4070,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),口腔医学（阶平班）（五年制）,659,1901,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),临床医学（阶平班）（五年制）,655,2269,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),基础医学（五年制）,603,9765,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),眼视光医学（五年制）,613,7999,400,本二
2021,北京,首都医科大学,本科批,物理、化学(2科必选),精神医学（五年制）,612,8147,400,本二
2021,北京,首都医科大学,本科二批,,文化产业管理,569,4882,400,本二
2021,北京,北京物资学院,本科批,物/化/生(3选1),应用统计学,512,28998,400,本二
2021,北京,北京物资学院,本科批,物理必选,数据科学与大数据技术,511,29229,400,本二
2021,北京,北京物资学院,本科批,物理必选,人工智能,510,29477,400,本二
2021,北京,北京物资学院,本科批,物理必选,信息管理与信息系统（数智化管理实验班）,509,29693,400,本二
2021,北京,北京物资学院,本科批,物理必选,物联网工程,513,28789,400,本二
2021,北京,北京物资学院,本科批,物理必选,计算机科学与技术,515,28349,400,本二
2021,北京,北京物资学院,本科批,物理必选,计算机科学与技术（实验班）,522,26724,400,本二
2021,北京,北京物资学院,本科批,不限,商务英语（实验班）,507,30205,400,本二
2021,北京,北京物资学院,本科批,不限,法学,518,27649,400,本二
2021,北京,北京物资学院,本科批,不限,金融科技,507,30205,400,本二
2021,北京,北京物资学院,本科批,不限,金融学,507,30205,400,本二
2021,北京,北京物资学院,本科批,不限,金融学（期货与证券实验班）,510,29477,400,本二
2021,北京,北京物资学院,本科批,不限,国际经济与贸易（大宗商品贸易实验班）,512,28998,400,本二
2021,北京,北京物资学院,本科批,不限,经济学,513,28789,400,本二
2021,北京,北京物资学院,本科批,不限,经济学（实验班）,517,27877,400,本二
2021,北京,北京物资学院,本科批,不限,物流工程（京东科技实验班）,514,28562,400,本二
2021,北京,北京物资学院,本科批,不限,财务管理,508,29946,400,本二
2021,北京,北京物资学院,本科批,不限,会计学（智能会计）,515,28349,400,本二
2021,北京,北京物资学院,本科批,不限,会计学（注册会计师）,517,27877,400,本二
2021,北京,北京物资学院,本科批,不限,电子商务,503,31160,400,本二
2021,北京,北京物资学院,本科批,不限,劳动与社会保障,503,31160,400,本二
2021,北京,北京物资学院,本科批,不限,人力资源管理,505,30685,400,本二
2021,北京,北京物资学院,本科批,不限,市场营销（数字化营销）,503,31160,400,本二
2021,北京,北京物资学院,本科批,不限,质量管理工程,503,31160,400,本二
2021,北京,北京物资学院,本科批,不限,供应链管理,503,31160,400,本二
2021,北京,北京物资学院,本科批,不限,采购管理,503,31160,400,本二
2021,北京,北京物资学院,本科批,不限,物流工程,506,30461,400,本二
2021,北京,北京物资学院,本科批,不限,物流管理,509,29693,400,本二
2021,北京,首都体育学院,本科批,不限,新闻学（体育新闻）,494,26905,400,本二
2021,北京,首都体育学院,本科批,不限,运动康复,493,27068,400,本二
2021,北京,首都体育学院,本科批,不限,运动人体科学（运动健康管理）,492,27248,400,本二
2021,北京,首都体育学院,本科批,不限,体育经济与管理,488,28005,400,本二
2021,北京,首都体育学院,本科批,不限,公共事业管理（体育管理）,487,28202,400,本二
2021,北京,首都体育学院,本科批,不限,电子竞技运动与管理,487,28202,400,本二
2021,北京,首都师范大学,本科批,物/化/地(3选1),地理信息科学,597,10859,400,本二
2021,北京,首都师范大学,本科批,历史必选,考古学（地理信息科学双学士学位项目）,614,7862,400,本二
